Stock,Batch,Slope_1_21,Slope_22_30
AVGO.O,4,1.6971000309597537,10.42101340206186
AVGO.O,5,0.4382126648368036,3.2071443396226464
AVGO.O,6,2.578406481108745,-2.450821698113204
AVGO.O,7,0.7091284115805954,-6.49881132075472
AVGO.O,8,-0.36046330627739,1.7324971698113236
AVGO.O,9,1.1374794006205622,-0.6955132075471715
AVGO.O,10,0.7186363893840927,5.582170754716985
AVGO.O,11,-0.06693435054773092,-0.33174245283019066
AVGO.O,12,-0.4297539938080493,0.18240257731958884
AVGO.O,13,0.5994669111424537,-2.532282075471703
AVGO.O,14,1.3855980663062846,0.6888141509433919
AVGO.O,15,0.8411485367762128,3.7300339622641534
AVGO.O,16,0.49258982487021924,3.696303773584907
AVGO.O,17,-1.2716641478342747,-5.707828301886792
AVGO.O,18,0.2929805063545923,1.656633962264152
AVGO.O,19,0.2569291067486127,1.3661877358490508
AVGO.O,20,-1.8736852468265162,0.812216037735845
INTC.O,1,0.04175166578018472,0.2685216981132079
INTC.O,2,0.008309796557120495,-0.4356716981132079
INTC.O,3,-0.03344133571166257,0.07986320754716952
INTC.O,4,0.09920002925769053,-0.18784811320754757
INTC.O,5,0.07511339272762442,0.14172358490566048
INTC.O,6,-0.09559338810641625,0.041452830188679096
INTC.O,7,0.042519033636578114,0.06767358490565999
INTC.O,8,-0.06332240594748129,-0.1520679245283012
INTC.O,9,0.17078911996256327,-0.2612388059701492
INTC.O,10,-0.03653913928012519,0.2441443396226416
INTC.O,11,-0.034426593794076185,0.07680754716981116
INTC.O,12,0.06699671617253686,-0.3429358490566028
INTC.O,13,0.09428454260651628,0.13151443298969095
INTC.O,14,0.14435249608763684,-0.13636509433962332
INTC.O,15,-0.041220908102987064,0.1652603773584905
INTC.O,16,0.39263960060286357,-0.23435660377358483
INTC.O,17,0.06998298737587952,0.504526288659794
INTC.O,18,0.0011304694835680307,0.0775292452830184
INTC.O,19,0.08156590656439333,0.3524858490566044
INTC.O,20,0.104569613003096,-0.05343219178082194
LRCX.O,1,-0.2047865553862045,8.87480820895522
LRCX.O,2,-1.0491506346749233,-1.9863388059701497
LRCX.O,3,0.6938087654577575,4.5129977611940335
LRCX.O,4,0.4899004014598545,-1.3759283582089583
LRCX.O,5,0.3554758714784403,4.730090298507465
LRCX.O,6,-2.5789034055727567,-0.059779104477620075
LRCX.O,7,-0.4310728145265892,-2.529763432835822
LRCX.O,8,-0.08933823529411694,2.1431505154639154
LRCX.O,9,0.1670734103171105,-6.225238805970146
LRCX.O,10,-1.9876162616099096,0.9796522388059706
LRCX.O,11,-0.8029295031998227,-1.2790291044776159
LRCX.O,12,4.397792855550599,-4.1299567164179285
LRCX.O,13,2.075382302384251,-4.238342537313438
LRCX.O,14,2.199192260061921,-0.5808238805970178
LRCX.O,15,1.4106486111111107,0.5910358208955234
LRCX.O,16,0.8938189781021897,-2.330227611940303
LRCX.O,17,0.4575880669033453,-2.140533582089553
LRCX.O,18,-0.04590472136222907,-0.15965522388059364
LRCX.O,19,0.6774950138121545,-0.2025828358208989
LRCX.O,20,0.5817083436532515,0.00828917525773199
NVDA.O,1,5.5540744000347795,-8.631939690721646
NVDA.O,2,0.8971141176470597,1.7124574626865672
NVDA.O,3,-1.0128799535603723,6.366389552238808
NVDA.O,4,0.7761886068111469,-1.5011305970149276
NVDA.O,5,2.006004338878905,-2.3328469072164935
NVDA.O,6,0.7856434674922608,1.5082671641791023
NVDA.O,7,0.7379184597523223,-2.3631746268656726
NVDA.O,8,-1.4769113848844921,-0.8574992537313427
NVDA.O,9,-1.1407979770396792,0.3427716417910446
NVDA.O,10,3.1270779953560393,-0.9212395522388066
NVDA.O,11,0.15435434597523262,-1.0417507462686564
NVDA.O,12,-0.5901593575851396,1.7983761194029872
NVDA.O,13,0.5039279847054169,-1.3276402985074631
NVDA.O,14,-0.19333043537151712,-0.02089235074626934
NVDA.O,15,0.3261929373065018,1.3866238805970155
NVDA.O,16,0.31558127391827656,1.2633054245283022
NVDA.O,17,0.050582949591280624,0.8376977611940298
NVDA.O,18,0.21818545579029724,0.040823820754717334
NVDA.O,19,-0.021393397887323903,-0.17940070754717022
NVDA.O,20,-0.12020809027777779,-0.3198169811320752
QCOM.O,1,0.15295480178537146,-1.1809447761194052
QCOM.O,2,-0.003022345201238388,0.6545455223880584
QCOM.O,3,0.26524428063745914,0.6962574626865649
QCOM.O,4,-0.27888127413659936,0.1368216417910444
QCOM.O,5,0.5771929833004477,0.6442169811320786
QCOM.O,6,-0.22060150154798783,-0.051129850746268544
QCOM.O,7,0.5915336770428012,-0.4202022388059721
QCOM.O,8,-0.5891111313868613,-0.29070447761194007
QCOM.O,9,-0.414237309700167,3.3643962686567175
QCOM.O,10,0.01135665634674914,0.6143529850746305
QCOM.O,11,0.18866408749862074,-0.3122888059701487
QCOM.O,12,0.20574465684651894,0.5914492537313418
QCOM.O,13,0.4942322732919251,1.254779104477611
QCOM.O,14,0.4259703250773996,0.39918805970149046
QCOM.O,15,0.11778800893743809,0.4505082089552252
QCOM.O,16,0.4041251880851537,0.4975328358208947
QCOM.O,17,0.08263129739700756,0.5309365671641785
QCOM.O,18,0.1711088235294117,0.745635820895523
QCOM.O,19,0.06065522099447524,-0.190078358208956
QCOM.O,20,0.7306418613138687,0.2719014925373141
TSM,1,0.05569607873132421,0.8669134020618552
TSM,2,-0.021586283255086082,0.14160471698113217
TSM,3,-0.079538900585396,-1.049926415094339
TSM,4,0.017078851950611464,0.28580377358490694
TSM,5,-0.23630249740706355,1.2586971698113214
TSM,6,-0.33922360424974685,-0.9339169811320742
TSM,7,-0.4891873517733898,0.1394150943396211
TSM,8,0.03270725352112672,0.15002830188679117
TSM,9,0.23835403198840827,2.534603773584907
TSM,10,-0.46686148741146344,0.21149433962264128
TSM,11,0.025659681365236643,0.1410330188679249
TSM,12,0.10652671729175127,-0.5689198113207531
TSM,13,0.32785620487600686,1.0159801886792452
TSM,14,0.13213067525742503,0.03960566037735834
TSM,15,0.18140153034606685,0.36153679245283
TSM,16,-0.13193566563467493,0.37608904109589075
TSM,17,0.10767802680813993,-0.04588396226415129
TSM,18,0.14657367762128318,0.09805000000000011
TSM,19,0.04573545200989139,0.22431037735849127
TSM,20,0.11707767605633795,0.4326688679245278
TXN.O,1,0.11936133595722553,2.017087313432837
TXN.O,2,-0.316481075851393,-0.9638246268656699
TXN.O,3,0.22136538341402456,0.5564753731343309
TXN.O,4,0.09856892820917386,-0.832735074626865
TXN.O,5,0.11809541066389417,0.7678268656716433
TXN.O,6,-0.4061594117647063,1.6507940298507457
TXN.O,7,0.14437711422117167,-0.6641776119402977
TXN.O,8,-0.11667129337539446,-1.6194380597014923
TXN.O,9,-0.1743498947368421,-0.6490402985074639
TXN.O,10,-0.104939791021672,-0.17933283582089737
TXN.O,11,0.13646258417746568,0.42641268656716524
TXN.O,12,0.47717607732358513,0.6531044776119419
TXN.O,13,0.3218284276589426,-0.25756119402984895
TXN.O,14,0.4168010835913316,-0.2608447761194028
TXN.O,15,0.08018064352530126,0.796163432835823
TXN.O,16,0.14929635735968097,0.12964552238806062
TXN.O,17,0.17652910843130326,0.46746597938144224
TXN.O,18,0.012151369969040215,-0.00812164179104353
TXN.O,19,0.2579791757810309,0.2786067164179098
TXN.O,20,0.23647133802816894,-0.09914793814433116
